,JSON Data
5877,"{""ip"":""180.235.234.72"",""country_code"":""JP"",""country_name"":""Japan"",""region_name"":""Tokyo"",""city_name"":""Tokyo"",""latitude"":35.689497,""longitude"":139.692317,""zip_code"":""214-0021"",""time_zone"":""+09:00"",""asn"":""9597"",""as"":""KDDI Web Communications Inc."",""is_proxy"":false}"
5878,"{""ip"":""46.166.189.98"",""country_code"":""NL"",""country_name"":""Netherlands"",""region_name"":""Noord-Brabant"",""city_name"":""Roosendaal"",""latitude"":51.53082,""longitude"":4.465397,""zip_code"":""4708"",""time_zone"":""+01:00"",""asn"":""43350"",""as"":""NForce Entertainment B.V."",""is_proxy"":false}"
5879,"{""ip"":""3.33.143.57"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""Washington"",""city_name"":""Seattle"",""latitude"":47.6275,""longitude"":-122.3462,""zip_code"":""98109"",""time_zone"":""-07:00"",""asn"":""16509"",""as"":""Amazon.com Inc."",""is_proxy"":false}"
5880,"{""ip"":""145.14.144.136"",""country_code"":""DE"",""country_name"":""Germany"",""region_name"":""Nordrhein-Westfalen"",""city_name"":""Calle"",""latitude"":51.33501,""longitude"":8.21362,""zip_code"":""59872"",""time_zone"":""+01:00"",""asn"":""204915"",""as"":""Hostinger International Limited"",""is_proxy"":false}"
5881,"{""ip"":""77.246.191.40"",""country_code"":""ES"",""country_name"":""Spain"",""region_name"":""Catalunya"",""city_name"":""L'Hospitalet de Llobregat"",""latitude"":41.35967,""longitude"":2.10028,""zip_code"":""08950"",""time_zone"":""+01:00"",""asn"":""43578"",""as"":""MBA Datacenters S.L."",""is_proxy"":false}"
5882,"{""ip"":""145.14.144.37"",""country_code"":""DE"",""country_name"":""Germany"",""region_name"":""Nordrhein-Westfalen"",""city_name"":""Calle"",""latitude"":51.33501,""longitude"":8.21362,""zip_code"":""59872"",""time_zone"":""+01:00"",""asn"":""204915"",""as"":""Hostinger International Limited"",""is_proxy"":false}"
5883,"{""ip"":""185.204.218.115"",""country_code"":""PL"",""country_name"":""Poland"",""region_name"":""Wielkopolskie"",""city_name"":""Poznan"",""latitude"":52.406914,""longitude"":16.93,""zip_code"":""60-829"",""time_zone"":""+01:00"",""asn"":""41079"",""as"":""Cyber_Folks S.A."",""is_proxy"":false}"
5884,"{""ip"":""144.76.231.81"",""country_code"":""DE"",""country_name"":""Germany"",""region_name"":""Sachsen"",""city_name"":""Falkenstein"",""latitude"":50.47785,""longitude"":12.371563,""zip_code"":""08223"",""time_zone"":""+01:00"",""asn"":""24940"",""as"":""Hetzner Online GmbH"",""is_proxy"":false}"
5885,"{""ip"":""145.14.144.37"",""country_code"":""DE"",""country_name"":""Germany"",""region_name"":""Nordrhein-Westfalen"",""city_name"":""Calle"",""latitude"":51.33501,""longitude"":8.21362,""zip_code"":""59872"",""time_zone"":""+01:00"",""asn"":""204915"",""as"":""Hostinger International Limited"",""is_proxy"":false}"
5886,"{""ip"":""52.71.57.184"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""Virginia"",""city_name"":""Ashburn"",""latitude"":39.039474,""longitude"":-77.491809,""zip_code"":""20146"",""time_zone"":""-04:00"",""asn"":""14618"",""as"":""Amazon.com Inc."",""is_proxy"":false}"
5887,"{""ip"":""145.14.145.78"",""country_code"":""DE"",""country_name"":""Germany"",""region_name"":""Nordrhein-Westfalen"",""city_name"":""Calle"",""latitude"":51.33501,""longitude"":8.21362,""zip_code"":""59872"",""time_zone"":""+01:00"",""asn"":""204915"",""as"":""Hostinger International Limited"",""is_proxy"":false}"
5888,"{""ip"":""78.129.138.114"",""country_code"":""GB"",""country_name"":""United Kingdom of Great Britain and Northern Ireland"",""region_name"":""England"",""city_name"":""Leeds"",""latitude"":51.24677,""longitude"":0.60682,""zip_code"":""LS1"",""time_zone"":""+00:00"",""asn"":""20860"",""as"":""iomart Cloud Services Limited"",""is_proxy"":false}"
5889,"{""ip"":""67.217.34.54"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""Illinois"",""city_name"":""Naperville"",""latitude"":41.791512,""longitude"":-88.163279,""zip_code"":""60563"",""time_zone"":""-05:00"",""asn"":""22458"",""as"":""NetSource Communications Inc."",""is_proxy"":false}"
5890,"{""ip"":""43.250.142.76"",""country_code"":""AU"",""country_name"":""Australia"",""region_name"":""Queensland"",""city_name"":""Warren"",""latitude"":-23.5,""longitude"":150.28333,""zip_code"":""3805"",""time_zone"":""+10:00"",""asn"":""45638"",""as"":""Synergy Wholesale Pty Ltd"",""is_proxy"":false}"
5891,"{""ip"":""195.78.67.49"",""country_code"":""PL"",""country_name"":""Poland"",""region_name"":""Mazowieckie"",""city_name"":""Warsaw"",""latitude"":52.22977,""longitude"":21.01178,""zip_code"":""05-077"",""time_zone"":""+01:00"",""asn"":""41079"",""as"":""Cyber_Folks S.A."",""is_proxy"":false}"
5892,"{""ip"":""145.14.144.37"",""country_code"":""DE"",""country_name"":""Germany"",""region_name"":""Nordrhein-Westfalen"",""city_name"":""Calle"",""latitude"":51.33501,""longitude"":8.21362,""zip_code"":""59872"",""time_zone"":""+01:00"",""asn"":""204915"",""as"":""Hostinger International Limited"",""is_proxy"":false}"
5893,"{""ip"":""3.130.253.23"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""Ohio"",""city_name"":""Columbus"",""latitude"":39.96138,""longitude"":-82.997749,""zip_code"":""43085"",""time_zone"":""-04:00"",""asn"":""16509"",""as"":""Amazon.com Inc."",""is_proxy"":false}"
5894,"{""ip"":""42.112.36.21"",""country_code"":""VN"",""country_name"":""Viet Nam"",""region_name"":""Ha Noi"",""city_name"":""Hanoi"",""latitude"":21.024411,""longitude"":105.84146,""zip_code"":""100000"",""time_zone"":""+07:00"",""asn"":""18403"",""as"":""FPT Telecom Company"",""is_proxy"":false}"
5895,"{""ip"":""95.217.245.229"",""country_code"":""FI"",""country_name"":""Finland"",""region_name"":""Uusimaa"",""city_name"":""Helsinki"",""latitude"":60.16952,""longitude"":24.93545,""zip_code"":""00100"",""time_zone"":""+02:00"",""asn"":""24940"",""as"":""Hetzner Online GmbH"",""is_proxy"":false}"
5896,"{""ip"":""185.230.63.107"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""Virginia"",""city_name"":""Ashburn"",""latitude"":39.03408,""longitude"":-77.4885,""zip_code"":""20147"",""time_zone"":""-04:00"",""asn"":""58182"",""as"":""Wix.com Ltd."",""is_proxy"":false}"
5897,"{""ip"":""167.172.228.26"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""New Jersey"",""city_name"":""Clifton"",""latitude"":40.858585,""longitude"":-74.163605,""zip_code"":""07011"",""time_zone"":""-04:00"",""asn"":""14061"",""as"":""DigitalOcean LLC"",""is_proxy"":false}"
5898,"{""ip"":""208.113.185.3"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""California"",""city_name"":""Brea"",""latitude"":33.93022,""longitude"":-117.88842,""zip_code"":""92821"",""time_zone"":""-07:00"",""asn"":""26347"",""as"":""New Dream Network LLC"",""is_proxy"":false}"
5899,"{""ip"":""74.208.236.3"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""Pennsylvania"",""city_name"":""Philadelphia"",""latitude"":39.96244,""longitude"":-75.19993,""zip_code"":""19103"",""time_zone"":""-04:00"",""asn"":""8560"",""as"":""IONOS SE"",""is_proxy"":false}"
5900,"{""ip"":""18.119.154.66"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""Ohio"",""city_name"":""Columbus"",""latitude"":39.96138,""longitude"":-82.997749,""zip_code"":""43085"",""time_zone"":""-04:00"",""asn"":""16509"",""as"":""Amazon.com Inc."",""is_proxy"":false}"
5901,"{""ip"":""65.21.90.13"",""country_code"":""FI"",""country_name"":""Finland"",""region_name"":""Uusimaa"",""city_name"":""Helsinki"",""latitude"":60.16952,""longitude"":24.93545,""zip_code"":""00100"",""time_zone"":""+02:00"",""asn"":""24940"",""as"":""Hetzner Online GmbH"",""is_proxy"":false}"
5902,"{""ip"":""41.185.8.214"",""country_code"":""ZA"",""country_name"":""South Africa"",""region_name"":""Western Cape"",""city_name"":""Cape Town"",""latitude"":-33.925552,""longitude"":18.422857,""zip_code"":""8160"",""time_zone"":""+02:00"",""asn"":""36943"",""as"":""ZA-1-GRID"",""is_proxy"":false}"
5903,"{""ip"":""119.18.62.183"",""country_code"":""HK"",""country_name"":""Hong Kong"",""region_name"":""Hong Kong"",""city_name"":""Hong Kong"",""latitude"":22.28552,""longitude"":114.15769,""zip_code"":""-"",""time_zone"":""+08:00"",""asn"":""394695"",""as"":""PDR"",""is_proxy"":false}"
5904,"{""ip"":""145.14.144.37"",""country_code"":""DE"",""country_name"":""Germany"",""region_name"":""Nordrhein-Westfalen"",""city_name"":""Calle"",""latitude"":51.33501,""longitude"":8.21362,""zip_code"":""59872"",""time_zone"":""+01:00"",""asn"":""204915"",""as"":""Hostinger International Limited"",""is_proxy"":false}"
5905,"{""ip"":""173.232.137.7"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""Nevada"",""city_name"":""Las Vegas"",""latitude"":36.17497,""longitude"":-115.13722,""zip_code"":""89044"",""time_zone"":""-07:00"",""asn"":""62904"",""as"":""Eonix Corporation"",""is_proxy"":false}"
5906,"{""ip"":""154.88.94.66"",""country_code"":""HK"",""country_name"":""Hong Kong"",""region_name"":""Hong Kong"",""city_name"":""Hong Kong"",""latitude"":22.28552,""longitude"":114.15769,""zip_code"":""-"",""time_zone"":""+08:00"",""asn"":""134175"",""as"":""SH2206-AP Unit A17 9F Silvercorp Intl Tower 707-713 Nathan R"",""is_proxy"":false}"
5907,"{""ip"":""163.197.33.126"",""country_code"":""ZA"",""country_name"":""South Africa"",""region_name"":""Gauteng"",""city_name"":""Johannesburg"",""latitude"":-26.20225,""longitude"":28.04355,""zip_code"":""2041"",""time_zone"":""+02:00"",""asn"":""137443"",""as"":""Anchnet Asia Limited"",""is_proxy"":false}"
5908,"{""ip"":""103.11.190.165"",""country_code"":""SG"",""country_name"":""Singapore"",""region_name"":""Singapore"",""city_name"":""Singapore"",""latitude"":1.289987,""longitude"":103.850281,""zip_code"":""178958"",""time_zone"":""+08:00"",""asn"":""38719"",""as"":""Dreamscape Networks Limited"",""is_proxy"":false}"
5909,"{""ip"":""192.185.174.59"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""Georgia"",""city_name"":""Atlanta"",""latitude"":33.748795,""longitude"":-84.387543,""zip_code"":""30301"",""time_zone"":""-04:00"",""asn"":""19871"",""as"":""Network Solutions LLC"",""is_proxy"":false}"
5910,"{""ip"":""51.178.155.91"",""country_code"":""FR"",""country_name"":""France"",""region_name"":""Hauts-de-France"",""city_name"":""Roubaix"",""latitude"":50.693712,""longitude"":3.174439,""zip_code"":""59689"",""time_zone"":""+01:00"",""asn"":""16276"",""as"":""OVH SAS"",""is_proxy"":false}"
5911,"{""ip"":""144.76.176.37"",""country_code"":""DE"",""country_name"":""Germany"",""region_name"":""Sachsen"",""city_name"":""Falkenstein"",""latitude"":50.47785,""longitude"":12.371563,""zip_code"":""08223"",""time_zone"":""+01:00"",""asn"":""24940"",""as"":""Hetzner Online GmbH"",""is_proxy"":false}"
5912,"{""ip"":""145.14.145.69"",""country_code"":""DE"",""country_name"":""Germany"",""region_name"":""Nordrhein-Westfalen"",""city_name"":""Calle"",""latitude"":51.33501,""longitude"":8.21362,""zip_code"":""59872"",""time_zone"":""+01:00"",""asn"":""204915"",""as"":""Hostinger International Limited"",""is_proxy"":false}"
5913,"{""ip"":""166.62.89.59"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""Arizona"",""city_name"":""Tempe"",""latitude"":33.336078,""longitude"":-111.92216,""zip_code"":""85284"",""time_zone"":""-07:00"",""asn"":""398101"",""as"":""GoDaddy.com LLC"",""is_proxy"":false}"
5914,"{""ip"":""185.54.184.105"",""country_code"":""PL"",""country_name"":""Poland"",""region_name"":""Mazowieckie"",""city_name"":""Warsaw"",""latitude"":52.22977,""longitude"":21.01178,""zip_code"":""05-077"",""time_zone"":""+01:00"",""asn"":""31242"",""as"":""P4 Sp. Z O.O."",""is_proxy"":false}"
5915,"{""ip"":""52.71.57.184"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""Virginia"",""city_name"":""Ashburn"",""latitude"":39.039474,""longitude"":-77.491809,""zip_code"":""20146"",""time_zone"":""-04:00"",""asn"":""14618"",""as"":""Amazon.com Inc."",""is_proxy"":false}"
5916,"{""ip"":""80.78.250.24"",""country_code"":""RU"",""country_name"":""Russian Federation"",""region_name"":""Moskva"",""city_name"":""Moscow"",""latitude"":55.752259,""longitude"":37.61547,""zip_code"":""101990"",""time_zone"":""+03:00"",""asn"":""197695"",""as"":""Domain Names Registrar Reg.ru Ltd"",""is_proxy"":false}"
5917,"{""ip"":""103.250.185.138"",""country_code"":""IN"",""country_name"":""India"",""region_name"":""Maharashtra"",""city_name"":""Pune"",""latitude"":18.519663,""longitude"":73.854508,""zip_code"":""412415"",""time_zone"":""+05:30"",""asn"":""132335"",""as"":""Leapswitch Networks Pvt Ltd"",""is_proxy"":false}"
5918,"{""ip"":""95.217.251.73"",""country_code"":""FI"",""country_name"":""Finland"",""region_name"":""Uusimaa"",""city_name"":""Helsinki"",""latitude"":60.16952,""longitude"":24.93545,""zip_code"":""00100"",""time_zone"":""+02:00"",""asn"":""24940"",""as"":""Hetzner Online GmbH"",""is_proxy"":false}"
5919,"{""ip"":""162.255.119.153"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""Georgia"",""city_name"":""Atlanta"",""latitude"":33.727293,""longitude"":-84.425378,""zip_code"":""30310"",""time_zone"":""-04:00"",""asn"":""22612"",""as"":""Namecheap Inc."",""is_proxy"":false}"
5920,"{""ip"":""195.20.46.198"",""country_code"":""NL"",""country_name"":""Netherlands"",""region_name"":""Noord-Holland"",""city_name"":""Amsterdam"",""latitude"":52.378502,""longitude"":4.89998,""zip_code"":""1000"",""time_zone"":""+01:00"",""asn"":""31624"",""as"":""Yoursafe Holding B.V."",""is_proxy"":false}"
5921,"{""ip"":""217.160.0.231"",""country_code"":""DE"",""country_name"":""Germany"",""region_name"":""Nordrhein-Westfalen"",""city_name"":""Strang"",""latitude"":51.9687,""longitude"":8.75336,""zip_code"":""32791"",""time_zone"":""+01:00"",""asn"":""8560"",""as"":""IONOS SE"",""is_proxy"":false}"
5922,"{""ip"":""203.146.252.139"",""country_code"":""TH"",""country_name"":""Thailand"",""region_name"":""Krung Thep Maha Nakhon"",""city_name"":""Bangkok"",""latitude"":13.749976,""longitude"":100.516819,""zip_code"":""10200"",""time_zone"":""+07:00"",""asn"":""4750"",""as"":""CS Loxinfo Public Company Limited"",""is_proxy"":false}"
5923,"{""ip"":""165.73.80.63"",""country_code"":""ZA"",""country_name"":""South Africa"",""region_name"":""Gauteng"",""city_name"":""Johannesburg"",""latitude"":-26.20225,""longitude"":28.04355,""zip_code"":""2041"",""time_zone"":""+02:00"",""asn"":""37611"",""as"":""Afrihost"",""is_proxy"":false}"
5924,"{""ip"":""66.45.250.212"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""New Jersey"",""city_name"":""Secaucus"",""latitude"":40.790013,""longitude"":-74.062078,""zip_code"":""07094"",""time_zone"":""-04:00"",""asn"":""19318"",""as"":""InterServer Inc"",""is_proxy"":false}"
5925,"{""ip"":""35.186.223.180"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""Missouri"",""city_name"":""Kansas City"",""latitude"":39.09973,""longitude"":-94.57857,""zip_code"":""64101"",""time_zone"":""-05:00"",""asn"":""15169"",""as"":""Google LLC"",""is_proxy"":false}"
5926,"{""ip"":""92.118.24.162"",""country_code"":""HU"",""country_name"":""Hungary"",""region_name"":""Budapest"",""city_name"":""Budapest"",""latitude"":47.498253,""longitude"":19.03978,""zip_code"":""1117"",""time_zone"":""+01:00"",""asn"":""62292"",""as"":""Websupport Magyarorszag KFT."",""is_proxy"":false}"
5927,"{""ip"":""162.250.122.146"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""New Jersey"",""city_name"":""Secaucus"",""latitude"":40.790013,""longitude"":-74.062078,""zip_code"":""07094"",""time_zone"":""-04:00"",""asn"":""19318"",""as"":""InterServer Inc"",""is_proxy"":false}"
5928,"{""ip"":""44.216.132.39"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""Virginia"",""city_name"":""Ashburn"",""latitude"":39.039474,""longitude"":-77.491809,""zip_code"":""20146"",""time_zone"":""-04:00"",""asn"":""14618"",""as"":""Amazon.com Inc."",""is_proxy"":false}"
5929,"{""ip"":""43.245.118.2"",""country_code"":""BD"",""country_name"":""Bangladesh"",""region_name"":""Dhaka"",""city_name"":""Dhaka"",""latitude"":23.710394,""longitude"":90.407109,""zip_code"":""1312"",""time_zone"":""+06:00"",""asn"":""134135"",""as"":""Uber Technologies"",""is_proxy"":false}"
5930,"{""ip"":""145.14.145.185"",""country_code"":""DE"",""country_name"":""Germany"",""region_name"":""Nordrhein-Westfalen"",""city_name"":""Calle"",""latitude"":51.33501,""longitude"":8.21362,""zip_code"":""59872"",""time_zone"":""+01:00"",""asn"":""204915"",""as"":""Hostinger International Limited"",""is_proxy"":false}"
